timestamp,experiment_id,source_location,protocol,dst_ip,packet_size,probe_index,success,rtt_ms,send_timestamp,recv_timestamp
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,0,True,274.33249999921827,8814.756378,8815.0307105
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,1,False,,8815.2823284,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,2,True,915.6966999998986,8816.5491483,8817.464845
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,3,True,592.994999999064,8817.715602,8818.308597
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,4,True,18.895499999416643,8818.5598609,8818.5787564
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,5,False,,8818.8295837,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,6,True,1001.6467000004923,8820.0955241,8821.0971708
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,7,False,,8821.348643,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,8,True,9.809899998799665,8822.6066377,8822.6164476
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,9,True,214.8222000014357,8822.8684067,8823.0832289
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,10,True,809.4658000009076,8823.3348295,8824.1442953
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,11,True,86.01289999933215,8824.3953387,8824.4813516
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,12,False,,8824.7321215,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,13,True,844.2011999995884,8825.993462,8826.8376632
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,14,False,,8827.0890204,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,15,True,6.443999998737127,8828.3490858,8828.3555298
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,16,False,,8828.6071492,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,17,False,,8829.8973028,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,18,True,788.5119000002305,8831.1621091,8831.950621
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,19,True,547.5503999987268,8832.202036,8832.7495864
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,20,True,48.76179999882879,8833.0024408,8833.0512026
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,21,False,,8833.302309,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,22,True,32.676500000889064,8834.5733852,8834.6060617
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,23,False,,8834.8574297,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,24,True,41.94230000030075,8836.1310247,8836.172967
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,25,False,,8836.4292825,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,26,True,17.794400000639143,8837.7004521,8837.7182465
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,27,False,,8837.9694881,
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,28,True,48.60550000012154,8839.2579034,8839.3065089
2026-04-12T18:52:06,8188d2096f3a48f184f94af3ffaaf27b,in,tcp,8.8.8.8,64,29,False,,8839.5576422,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,0,True,46.404299999267096,8840.6291751,8840.6755794
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,1,False,,8840.9261496,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,2,False,,8842.1886128,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,3,True,7.139499999539112,8843.4538224,8843.4609619
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,4,False,,8843.7123822,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,5,True,983.6290000002919,8844.9748409,8845.9584699
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,6,True,297.2886000006838,8846.2090557,8846.5063443
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,7,True,34.01090000079421,8846.7575043,8846.7915152
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,8,False,,8847.0421782,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,9,True,117.9044000000431,8848.308512,8848.4264164
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,10,False,,8848.6780263,
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,11,True,434.27900000097,8849.9422447,8850.3765237
2026-04-12T18:52:32,9351ff3a96d34aebaf81c71f3e28ad6c,in,tcp,8.8.8.8,128,12,True,472.78110000115703,8850.6281458,8851.1009269
