timestamp,src_ip,dst_ip,protocol,packet_length,ttl,tcp_flag,window_size,source_location,experiment_id,experiment_timestamp
1776019930.216464,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.217025,172.31.0.100,224.0.0.251,UDP,1427,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.21833,172.31.0.100,224.0.0.251,UDP,1387,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.21833,172.31.0.100,224.0.0.251,UDP,1435,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.21833,172.31.0.100,224.0.0.251,UDP,1442,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.220254,172.31.0.100,224.0.0.251,UDP,1311,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.4222,10.0.19.33,172.31.0.26,UDP,84,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.448294,10.0.19.33,172.31.0.25,UDP,84,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.466259,172.31.0.100,224.0.0.251,UDP,1105,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.466259,172.31.0.26,10.0.19.33,UDP,190,127,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.467291,10.0.19.33,108.159.61.121,TCP,66,128,S,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.480123,172.31.0.25,10.0.19.33,UDP,190,127,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.493262,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.50405,108.159.61.121,10.0.19.33,TCP,66,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.50418,10.0.19.33,108.159.61.121,TCP,54,128,A,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.5055,10.0.19.33,108.159.61.121,TCP,515,128,PA,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.50831,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.58836,108.159.61.121,10.0.19.33,TCP,60,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.58836,108.159.61.121,10.0.19.33,TCP,1436,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.58836,108.159.61.121,10.0.19.33,TCP,100,64,PA,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.58836,108.159.61.121,10.0.19.33,TCP,1436,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.58836,108.159.61.121,10.0.19.33,TCP,1436,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.588506,10.0.19.33,108.159.61.121,TCP,54,128,A,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.589185,10.0.19.33,108.159.61.121,TCP,60,128,PA,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.592145,108.159.61.121,10.0.19.33,TCP,146,64,PA,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.592145,108.159.61.121,10.0.19.33,TCP,635,64,PA,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.592224,10.0.19.33,108.159.61.121,TCP,54,128,A,253.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.594274,10.0.19.33,108.159.61.121,TCP,128,128,PA,253.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.594657,10.0.19.33,108.159.61.121,TCP,321,128,PA,253.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.596958,108.159.61.121,10.0.19.33,TCP,60,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.599925,108.159.61.121,10.0.19.33,TCP,60,64,A,237.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.599925,108.159.61.121,10.0.19.33,TCP,60,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.60139,108.159.61.121,10.0.19.33,TCP,233,64,PA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.601709,108.159.61.121,10.0.19.33,TCP,1436,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.601761,10.0.19.33,108.159.61.121,TCP,54,128,A,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.603693,108.159.61.121,10.0.19.33,TCP,100,64,PA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.651903,10.0.19.33,108.159.61.121,TCP,54,128,A,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.762273,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.887227,108.159.61.121,10.0.19.33,TCP,407,64,PA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019930.934219,10.0.19.33,108.159.61.121,TCP,54,128,A,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019931.979208,10.0.19.33,35.186.224.24,TCP,54,128,FA,251.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019931.982685,108.159.61.121,10.0.19.33,TCP,407,64,PA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019931.982733,10.0.19.33,108.159.61.121,TCP,66,128,A,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.028924,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.034864,35.186.224.24,10.0.19.33,TCP,60,64,FA,266.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.034929,10.0.19.33,35.186.224.24,TCP,54,128,A,251.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.166248,0.0.0.0,239.255.255.250,OTHER,60,1,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.211923,10.0.19.33,10.0.127.255,UDP,86,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019932.460305,10.0.19.33,224.0.0.22,OTHER,54,1,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.023453,10.0.19.33,35.186.224.35,TCP,82,128,PA,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.025927,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.069781,10.0.19.33,104.199.241.202,TCP,65,128,PA,252.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.07245,35.186.224.35,10.0.19.33,TCP,60,64,A,249.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.176488,104.199.241.202,10.0.19.33,TCP,60,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.284077,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.287758,104.199.241.202,10.0.19.33,TCP,65,64,PA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019933.333199,10.0.19.33,104.199.241.202,TCP,54,128,A,252.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019934.541648,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019934.545308,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019934.804965,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019935.010315,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019935.271265,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019935.273903,10.0.78.255,10.0.19.33,TCP,66,128,S,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019935.274095,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.074394,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.281581,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.316679,150.171.27.10,10.0.19.33,TCP,60,64,FA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.316791,10.0.19.33,150.171.27.10,TCP,54,128,A,250.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.316888,10.0.19.33,150.171.27.10,TCP,78,128,PA,250.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.316953,10.0.19.33,150.171.27.10,TCP,54,128,FA,250.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.32034,150.171.27.10,10.0.19.33,TCP,60,64,FA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.320376,10.0.19.33,150.171.27.10,TCP,54,128,A,250.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.329672,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.332524,150.171.27.10,10.0.19.33,TCP,60,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.332524,150.171.27.10,10.0.19.33,TCP,60,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.39273,10.0.19.33,142.251.150.119,UDP,1292,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.39291,10.0.19.33,142.251.150.119,UDP,1292,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.410559,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.666542,10.0.19.33,8.8.8.8,TCP,78,64,S,8192.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.702792,10.0.19.33,142.251.150.119,UDP,1292,128,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.709894,10.0.78.255,10.0.19.33,TCP,66,128,S,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.710108,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.718903,142.251.150.119,10.0.19.33,UDP,1242,255,,,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.967327,10.0.19.33,108.159.61.121,TCP,94,128,PA,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.967527,10.0.19.33,108.159.61.121,TCP,94,128,PA,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.967589,10.0.19.33,108.159.61.121,TCP,54,128,FA,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.970783,10.0.78.255,10.0.19.33,TCP,54,128,A,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.970783,10.0.78.255,10.0.19.33,TCP,129,128,PA,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019936.971864,10.0.19.33,10.0.78.255,TCP,54,128,FA,255.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019937.030703,108.159.61.121,10.0.19.33,TCP,60,64,A,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019937.030703,108.159.61.121,10.0.19.33,TCP,60,64,FA,245.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019937.030872,10.0.19.33,108.159.61.121,TCP,54,128,A,254.0,in,8188d2096f3a48f184f94af3ffaaf27b,2026-04-12T18:52:06
1776019952.563073,10.0.19.33,8.8.8.8,TCP,142,64,S,8192.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.566851,199.232.214.248,10.0.19.33,TCP,66,64,A,272.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.566851,199.232.214.248,10.0.19.33,TCP,66,64,A,272.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.601303,10.0.19.33,199.232.214.251,TCP,55,128,A,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.603773,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.648042,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.68764,199.232.214.251,10.0.19.33,TCP,66,64,A,272.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.789667,10.0.19.33,35.186.224.24,TCP,55,128,A,251.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.793565,10.0.78.255,10.0.19.33,TCP,66,128,S,65535.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.793757,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.799151,35.186.224.24,10.0.19.33,TCP,66,64,A,401.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.856868,0.0.0.0,239.255.255.250,OTHER,60,1,,,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.860616,10.0.19.33,8.8.8.8,TCP,142,64,S,8192.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019952.960509,10.0.19.33,224.0.0.22,OTHER,54,1,,,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.168677,10.0.78.255,10.0.19.33,TCP,54,128,A,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.168677,10.0.78.255,10.0.19.33,TCP,129,128,PA,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.169462,10.0.19.33,10.0.78.255,TCP,54,128,FA,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.17825,10.0.78.255,10.0.19.33,TCP,129,128,PA,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.178325,10.0.19.33,10.0.78.255,TCP,66,128,A,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.18012,10.0.78.255,10.0.19.33,TCP,54,128,A,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.576573,10.0.78.255,10.0.19.33,TCP,54,128,FA,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.576661,10.0.19.33,10.0.78.255,TCP,54,128,A,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.7582,10.0.19.33,35.186.224.24,TCP,55,128,A,254.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.761007,10.0.78.255,10.0.19.33,TCP,54,128,FA,255.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019953.761044,10.0.19.33,10.0.78.255,TCP,54,128,A,0.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019954.124836,10.0.19.33,8.8.8.8,TCP,142,64,S,8192.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019954.127554,35.186.224.24,10.0.19.33,TCP,66,64,A,315.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019955.387457,10.0.19.33,8.8.8.8,TCP,142,64,S,8192.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019955.390887,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019955.517962,8.8.8.8,10.0.19.33,TCP,60,64,SA,29200.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019955.646957,10.0.19.33,8.8.8.8,TCP,142,64,S,8192.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019956.149615,10.0.78.255,10.0.19.33,TCP,66,128,S,65535.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019956.149914,10.0.19.33,10.0.78.255,TCP,66,128,SA,65535.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
1776019956.308382,10.0.19.33,10.0.78.255,TCP,54,128,R,0.0,in,9351ff3a96d34aebaf81c71f3e28ad6c,2026-04-12T18:52:32
