timestamp,src_ip,dst_ip,protocol,packet_length,ttl,tcp_flag,window_size,source_location,experiment_id,experiment_timestamp
1783078676.045249,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.279062,192.168.1.18,192.168.1.255,UDP,126,64,,,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.610668,192.168.1.31,4.207.44.69,TCP,66,128,S,65535.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.788276,4.207.44.69,192.168.1.31,TCP,66,107,SA,65535.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.788382,192.168.1.31,4.207.44.69,TCP,54,128,A,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.790586,192.168.1.31,4.207.44.69,TCP,613,128,PA,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.970163,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.970178,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.97018,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.970182,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.970279,192.168.1.31,4.207.44.69,TCP,54,128,A,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.971165,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.971167,4.207.44.69,192.168.1.31,TCP,1466,107,A,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.971169,4.207.44.69,192.168.1.31,TCP,574,107,PA,16384.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.97121,192.168.1.31,4.207.44.69,TCP,54,128,A,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.972145,192.168.1.31,4.207.44.69,TCP,134,128,PA,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.972376,192.168.1.31,4.207.44.69,TCP,1183,128,PA,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.972443,192.168.1.31,4.207.44.69,TCP,1466,128,A,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078676.972443,192.168.1.31,4.207.44.69,TCP,820,128,PA,1024.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.154225,4.207.44.69,192.168.1.31,TCP,60,107,A,16386.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.154228,4.207.44.69,192.168.1.31,TCP,60,107,A,16386.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.154229,4.207.44.69,192.168.1.31,TCP,157,107,PA,16386.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.154229,4.207.44.69,192.168.1.31,TCP,499,107,PA,16386.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.154288,192.168.1.31,4.207.44.69,TCP,54,128,A,1021.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.328815,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.747068,192.168.1.31,35.186.224.35,TCP,82,128,PA,251.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078677.753869,35.186.224.35,192.168.1.31,TCP,60,120,A,1049.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078678.593513,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078679.849743,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078681.126767,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078681.296404,192.168.1.18,192.168.1.255,UDP,126,64,,,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078682.384801,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078683.725211,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078684.983846,192.168.1.31,8.8.8.8,TCP,142,64,S,8192.0,sg,11ea821bd4ff4825b8743e3fb7bb033e,2026-07-03T11:37:54
1783078712.748276,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078714.01452,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078715.271086,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078715.619966,192.168.1.31,35.186.224.35,TCP,97,128,PA,254.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078715.628861,35.186.224.35,192.168.1.31,TCP,60,120,A,1041.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078715.674246,35.186.224.35,192.168.1.31,TCP,94,120,PA,1041.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078715.72999,192.168.1.31,35.186.224.35,TCP,54,128,A,254.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078716.2153,192.168.1.18,192.168.1.255,UDP,126,64,,,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078716.577664,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078717.84015,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078719.097799,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078719.240338,192.168.1.31,35.186.224.22,TCP,55,128,A,252.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078719.250554,35.186.224.22,192.168.1.31,TCP,66,120,A,1046.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078720.355233,192.168.1.31,8.8.8.8,TCP,270,64,S,8192.0,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
1783078721.235167,192.168.1.18,192.168.1.255,UDP,126,64,,,sg,787f4c2028e349edbc183f9bcaef88c3,2026-07-03T11:38:32
